timestamp,equipment_id,oil_temp_top_celsius,oil_temp_bottom_celsius,load_mva,ambient_temp_celsius,cooling_fan_status,winding_temp_celsius
2023-01-01,TRANS_048,66.1,54.6,40.1,9.7,0,76.8
2023-01-01,TRANS_049,71.0,58.6,49.0,5.6,0,80.9
2023-01-01,TRANS_050,70.7,60.6,53.8,5.2,0,80.9
2023-01-02,TRANS_001,70.6,58.7,48.0,8.8,1,80.3
2023-01-02,TRANS_002,69.0,56.5,50.0,9.2,1,77.4
2023-01-02,TRANS_004,73.5,60.8,61.1,3.2,1,84.3
2023-01-02,TRANS_005,80.1,69.7,72.3,8.8,1,91.4
2023-01-02,TRANS_006,67.7,53.8,38.5,5.0,0,77.5
2023-01-02,TRANS_007,72.0,58.7,59.3,11.7,0,82.5
2023-01-02,TRANS_008,75.2,64.6,52.9,14.0,1,85.8
2023-01-02,TRANS_009,73.6,63.6,60.0,10.1,0,84.5
2023-01-02,TRANS_010,70.8,60.3,45.3,12.5,0,81.6
2023-01-02,TRANS_011,74.2,60.5,56.6,10.7,0,86.0
2023-01-02,TRANS_012,72.3,62.2,55.4,13.8,1,84.6
2023-01-02,TRANS_013,75.6,62.0,67.5,8.8,1,85.9
2023-01-02,TRANS_014,71.1,58.2,55.2,11.0,1,80.7
2023-01-02,TRANS_015,68.5,55.7,46.0,6.9,0,78.2
2023-01-02,TRANS_016,68.8,55.9,40.2,12.5,1,77.3
2023-01-02,TRANS_017,69.9,59.6,41.7,8.6,0,81.8
2023-01-02,TRANS_018,72.7,60.3,51.9,14.2,1,81.7
2023-01-02,TRANS_019,76.8,63.1,67.3,4.9,1,87.9
2023-01-02,TRANS_020,77.9,67.2,68.8,9.5,1,90.5
2023-01-02,TRANS_021,69.6,58.5,47.9,11.7,0,79.6
2023-01-02,TRANS_022,68.2,55.6,36.7,14.7,0,76.0
2023-01-02,TRANS_023,73.9,60.9,57.8,7.6,1,85.0
2023-01-02,TRANS_024,72.7,59.7,57.0,10.8,0,83.2
2023-01-02,TRANS_025,67.9,56.6,44.7,7.3,0,78.0
2023-01-02,TRANS_026,69.2,56.1,40.9,13.9,0,78.3
2023-01-02,TRANS_027,70.7,59.6,55.4,9.5,0,81.5
2023-01-02,TRANS_028,74.0,62.7,63.7,13.6,0,84.5
2023-01-02,TRANS_029,70.0,59.4,48.7,9.8,1,81.0
2023-01-02,TRANS_030,76.6,64.5,70.1,12.7,1,88.7
2023-01-02,TRANS_031,68.2,55.2,46.6,6.0,1,79.2
2023-01-02,TRANS_033,65.1,53.4,37.3,12.7,0,73.6
2023-01-02,TRANS_034,71.3,58.0,48.4,12.8,1,79.9
2023-01-02,TRANS_035,72.2,60.6,59.1,11.4,1,82.4
2023-01-02,TRANS_036,80.1,68.0,74.0,11.0,1,93.1
2023-01-02,TRANS_037,72.2,61.6,47.8,10.6,0,81.9
2023-01-02,TRANS_038,76.0,65.3,66.0,11.4,1,85.8
2023-01-02,TRANS_039,71.0,57.3,53.0,5.1,1,80.3
2023-01-02,TRANS_040,69.4,58.2,41.3,8.9,1,79.5
2023-01-02,TRANS_041,72.7,61.3,58.1,9.4,1,83.7
2023-01-02,TRANS_042,65.6,53.8,35.8,14.0,0,73.9
2023-01-02,TRANS_043,63.3,50.7,33.3,11.8,0,73.0
2023-01-02,TRANS_044,70.4,56.8,47.6,8.4,1,80.7
2023-01-02,TRANS_045,75.8,61.8,57.2,13.8,1,87.1
2023-01-02,TRANS_046,69.0,55.9,41.2,7.9,0,78.0
2023-01-02,TRANS_047,73.1,62.0,52.0,9.5,0,84.6
2023-01-02,TRANS_048,66.0,53.3,42.9,8.7,0,78.4
2023-01-02,TRANS_049,66.7,53.5,41.4,4.3,0,77.4
2023-01-02,TRANS_050,68.4,56.3,44.1,7.4,1,76.4
2023-01-03,TRANS_001,72.0,58.9,48.3,13.0,0,81.8
2023-01-03,TRANS_002,74.9,61.8,61.7,11.3,0,85.7
2023-01-03,TRANS_003,66.7,56.0,37.6,13.5,0,75.7
2023-01-03,TRANS_004,69.8,58.3,49.1,5.9,0,79.6
2023-01-03,TRANS_005,71.6,60.7,53.8,6.6,1,81.4
2023-01-03,TRANS_006,71.3,58.2,55.7,12.0,1,81.5
2023-01-03,TRANS_007,71.7,58.2,51.6,8.9,0,83.7
2023-01-03,TRANS_008,70.4,57.0,39.7,13.2,1,81.3
2023-01-03,TRANS_009,71.7,61.4,61.4,12.2,0,82.7
2023-01-03,TRANS_010,66.3,54.8,37.1,15.7,0,76.2
2023-01-03,TRANS_011,75.1,62.3,64.1,12.4,1,87.0
2023-01-03,TRANS_012,75.6,62.2,60.4,11.0,1,86.0
2023-01-03,TRANS_013,75.9,65.0,67.6,6.4,1,87.4
2023-01-03,TRANS_014,69.2,58.3,50.5,14.3,0,80.5
2023-01-03,TRANS_016,69.8,57.4,38.1,11.4,0,80.8
2023-01-03,TRANS_017,67.7,56.3,42.1,6.2,0,77.5
2023-01-03,TRANS_018,70.9,57.1,54.0,12.2,0,81.3
2023-01-03,TRANS_019,75.3,65.3,63.1,6.3,1,86.6
2023-01-03,TRANS_020,75.1,62.2,71.2,7.8,1,85.6
2023-01-03,TRANS_021,72.7,59.6,53.3,14.1,1,82.6
2023-01-03,TRANS_022,71.5,57.8,48.2,8.6,0,83.1
2023-01-03,TRANS_023,79.1,67.0,65.0,12.4,1,91.3
2023-01-03,TRANS_024,71.5,60.1,53.4,8.3,0,81.3
2023-01-03,TRANS_025,67.9,54.9,47.7,9.7,0,79.8
2023-01-03,TRANS_026,68.7,55.0,52.0,4.4,1,79.2
2023-01-03,TRANS_027,67.3,55.1,45.9,10.3,0,75.9
2023-01-03,TRANS_028,74.4,62.7,62.2,14.4,1,87.2
2023-01-03,TRANS_029,69.0,57.9,51.6,16.3,0,82.8
2023-01-03,TRANS_030,75.0,61.2,62.3,8.6,1,84.6
2023-01-03,TRANS_031,68.8,55.7,43.6,6.4,1,78.7
2023-01-03,TRANS_032,73.3,61.8,54.7,11.2,1,85.0
2023-01-03,TRANS_033,65.3,54.3,39.4,7.2,0,75.8
2023-01-03,TRANS_034,66.8,55.7,41.8,10.2,0,77.5
2023-01-03,TRANS_035,74.1,62.1,67.6,1.0,0,88.3
2023-01-03,TRANS_036,75.0,61.8,66.7,12.1,1,82.6
2023-01-03,TRANS_037,71.5,60.3,51.6,14.9,1,80.4
2023-01-03,TRANS_038,68.3,56.3,48.3,8.9,0,76.9
2023-01-03,TRANS_039,69.2,56.9,49.0,11.1,1,79.4
2023-01-03,TRANS_040,68.6,54.6,41.0,6.6,1,78.7
2023-01-03,TRANS_041,73.6,61.0,47.1,11.2,1,85.1
2023-01-03,TRANS_042,69.3,56.9,42.8,8.9,0,77.7
2023-01-03,TRANS_043,69.2,58.6,42.5,11.3,1,79.4
2023-01-03,TRANS_044,72.5,62.2,59.0,11.6,0,83.4
2023-01-03,TRANS_045,70.8,58.8,52.6,9.0,0,82.7
2023-01-03,TRANS_046,66.0,54.6,42.6,8.9,0,73.9
2023-01-03,TRANS_047,76.7,63.6,55.9,16.3,1,88.9
2023-01-03,TRANS_048,70.8,57.2,50.4,11.4,1,80.9
2023-01-03,TRANS_049,71.7,59.9,51.4,9.8,0,80.9
2023-01-03,TRANS_050,71.5,58.0,55.0,7.6,1,82.7
2023-01-04,TRANS_001,68.7,56.4,37.2,16.1,1,78.9
2023-01-04,TRANS_002,75.8,62.0,63.8,13.2,1,87.4
2023-01-04,TRANS_003,71.7,57.9,48.6,4.2,1,80.6
2023-01-04,TRANS_004,75.0,63.0,70.5,16.2,0,87.3
2023-01-04,TRANS_005,72.6,62.4,58.6,3.0,1,84.7
2023-01-04,TRANS_006,68.8,58.4,42.2,13.3,0,78.6
2023-01-04,TRANS_007,67.2,54.9,41.6,10.1,0,77.7
2023-01-04,TRANS_008,66.1,55.0,43.4,9.8,0,75.9
2023-01-04,TRANS_009,73.6,60.4,54.3,10.2,1,84.0
2023-01-04,TRANS_010,68.5,58.3,46.7,9.7,0,77.8
2023-01-04,TRANS_011,73.9,61.9,67.2,9.2,1,86.0
2023-01-04,TRANS_012,72.7,60.4,63.7,9.6,1,82.6
2023-01-04,TRANS_013,76.8,62.8,74.9,9.2,1,90.3
2023-01-04,TRANS_014,69.4,57.5,45.1,12.3,0,79.1
2023-01-04,TRANS_015,67.7,54.3,45.2,9.3,0,76.4
2023-01-04,TRANS_016,69.1,59.0,42.1,10.5,1,78.6
2023-01-04,TRANS_017,67.7,55.8,47.3,9.1,0,77.8
2023-01-04,TRANS_018,65.6,51.6,39.3,10.2,0,74.9
2023-01-04,TRANS_019,74.5,62.4,70.4,5.5,1,86.8
2023-01-04,TRANS_020,75.5,61.6,67.9,11.7,1,86.9
2023-01-04,TRANS_021,71.9,60.5,54.7,10.4,1,81.5
2023-01-04,TRANS_022,70.0,58.6,44.9,7.5,0,79.2
2023-01-04,TRANS_023,76.4,65.4,71.6,9.7,1,89.4
2023-01-04,TRANS_024,76.3,65.7,60.2,12.0,1,86.6
2023-01-04,TRANS_025,67.6,55.1,43.4,8.9,0,76.2
2023-01-04,TRANS_026,71.5,61.4,47.2,6.8,0,82.8
2023-01-04,TRANS_027,68.8,54.9,43.7,16.5,1,78.7
2023-01-04,TRANS_028,74.5,61.6,61.7,15.6,0,85.0
2023-01-04,TRANS_029,75.3,61.3,58.1,13.7,1,88.6
2023-01-04,TRANS_030,78.1,64.6,66.1,3.8,1,89.0
2023-01-04,TRANS_032,75.2,63.0,63.9,17.5,1,90.1
2023-01-04,TRANS_033,67.1,56.7,38.3,16.3,0,76.7
2023-01-04,TRANS_034,71.0,57.9,48.5,8.6,0,83.0
2023-01-04,TRANS_035,73.4,63.0,53.5,14.8,0,82.7
2023-01-04,TRANS_036,76.8,65.9,68.6,12.5,1,89.5
2023-01-04,TRANS_037,71.5,58.8,50.9,13.3,0,81.7
2023-01-04,TRANS_038,73.4,59.9,62.2,12.8,1,85.5
2023-01-04,TRANS_039,67.4,53.6,43.4,6.3,0,77.9
2023-01-04,TRANS_040,67.1,53.4,47.3,2.2,0,78.5
2023-01-04,TRANS_041,70.5,58.1,47.4,12.7,0,78.8
2023-01-04,TRANS_042,68.7,55.3,42.1,8.1,0,78.1
2023-01-04,TRANS_043,69.4,58.6,46.9,12.4,1,79.4
2023-01-04,TRANS_044,67.2,55.4,46.3,5.4,0,77.6
2023-01-04,TRANS_045,71.5,58.2,55.4,5.6,0,81.0
2023-01-04,TRANS_046,74.2,60.5,45.2,13.5,0,85.6
2023-01-04,TRANS_047,72.0,59.5,53.9,8.4,1,83.2
2023-01-04,TRANS_048,69.6,59.3,40.5,13.4,0,78.6
2023-01-04,TRANS_049,69.0,56.1,50.3,9.8,0,79.0
2023-01-04,TRANS_050,65.0,53.3,38.2,11.2,0,74.8
2023-01-05,TRANS_001,72.5,59.0,53.0,11.7,0,83.6
2023-01-05,TRANS_003,66.2,55.9,34.4,5.9,0,74.7
2023-01-05,TRANS_004,73.8,63.6,58.9,7.0,1,84.1
2023-01-05,TRANS_005,78.5,67.4,68.7,12.5,1,90.8
2023-01-05,TRANS_006,67.2,55.9,44.0,10.9,0,76.0
2023-01-05,TRANS_007,73.3,63.0,55.6,14.0,0,85.0
2023-01-05,TRANS_008,72.9,60.2,46.5,8.1,1,82.4
2023-01-05,TRANS_009,74.1,63.1,58.8,9.1,0,86.4
2023-01-05,TRANS_010,68.0,54.1,35.8,9.8,0,76.4
2023-01-05,TRANS_011,76.3,62.7,64.9,12.7,1,89.5
2023-01-05,TRANS_012,76.1,63.4,63.4,15.3,1,88.3
2023-01-05,TRANS_013,75.5,63.3,63.7,12.6,1,85.0
2023-01-05,TRANS_014,71.3,57.5,49.4,13.1,0,81.5
2023-01-05,TRANS_015,65.7,54.1,35.5,11.4,0,73.1
2023-01-05,TRANS_016,67.7,56.4,46.8,10.2,0,78.1
2023-01-05,TRANS_017,69.5,56.5,41.7,13.7,1,77.4
2023-01-05,TRANS_018,69.8,59.2,50.6,9.1,1,79.8
2023-01-05,TRANS_019,72.3,61.4,57.5,7.1,0,84.0
2023-01-05,TRANS_020,72.8,59.0,57.9,8.7,1,86.0
2023-01-05,TRANS_021,71.0,60.3,46.6,10.9,0,82.2
2023-01-05,TRANS_022,70.0,59.9,45.9,11.9,0,79.6
2023-01-05,TRANS_023,79.4,67.9,71.6,11.8,1,91.5
2023-01-05,TRANS_024,68.3,58.3,48.1,9.2,1,78.6
2023-01-05,TRANS_026,75.5,62.8,56.6,10.0,1,86.5
2023-01-05,TRANS_027,70.7,59.9,46.4,12.4,1,81.1
2023-01-05,TRANS_028,73.9,61.7,63.4,10.9,0,86.1
2023-01-05,TRANS_029,72.2,62.1,46.9,11.8,1,82.2
2023-01-05,TRANS_030,76.3,64.3,65.1,10.3,1,87.9
2023-01-05,TRANS_031,69.2,57.0,42.5,12.1,0,78.5
2023-01-05,TRANS_032,70.5,56.8,50.4,15.0,1,80.5
2023-01-05,TRANS_033,69.3,55.5,41.4,10.5,0,78.5
2023-01-05,TRANS_034,69.3,58.3,42.5,10.5,1,79.4
2023-01-05,TRANS_035,73.6,60.8,60.5,8.4,0,82.5
2023-01-05,TRANS_036,73.0,61.6,64.8,12.2,1,85.3
2023-01-05,TRANS_037,73.5,62.6,58.2,9.3,1,83.1
2023-01-05,TRANS_038,73.2,60.0,52.5,9.3,0,84.5
2023-01-05,TRANS_039,72.4,61.1,58.8,13.9,0,81.9
2023-01-05,TRANS_040,68.7,58.3,41.1,14.3,1,77.8
2023-01-05,TRANS_041,73.2,62.8,54.4,8.3,1,84.0
2023-01-05,TRANS_042,69.7,57.5,43.2,14.3,0,77.6
2023-01-05,TRANS_043,71.2,59.2,47.4,12.7,0,82.0
2023-01-05,TRANS_044,71.4,57.6,50.9,10.8,1,80.7
2023-01-05,TRANS_045,71.4,60.1,55.4,11.7,1,84.9
2023-01-05,TRANS_046,71.2,57.3,47.8,9.9,0,79.2
2023-01-05,TRANS_047,68.9,57.3,48.4,7.5,1,79.2
2023-01-05,TRANS_048,66.2,54.7,38.4,10.0,0,75.2
2023-01-05,TRANS_049,68.6,56.4,49.1,10.1,0,78.2
2023-01-05,TRANS_050,70.3,57.5,53.8,6.7,1,81.2
2023-01-06,TRANS_001,71.4,59.7,50.6,13.2,1,82.4
2023-01-06,TRANS_002,72.9,59.2,59.4,15.0,1,84.8
2023-01-06,TRANS_003,68.7,56.2,37.5,12.3,0,77.1
2023-01-06,TRANS_004,76.2,64.0,63.7,11.7,1,89.0
2023-01-06,TRANS_005,68.5,58.0,48.4,6.9,0,80.5
2023-01-06,TRANS_006,68.0,56.3,47.8,8.0,1,77.4
2023-01-06,TRANS_007,71.5,59.6,42.8,9.6,1,84.7
2023-01-06,TRANS_008,69.9,58.6,43.2,13.1,1,79.4
2023-01-06,TRANS_009,74.3,62.5,55.7,8.9,0,86.1
2023-01-06,TRANS_010,69.9,57.2,42.1,12.2,0,78.2
2023-01-06,TRANS_011,71.5,59.8,56.0,11.4,1,81.9
2023-01-06,TRANS_012,73.0,62.9,60.6,10.0,0,83.1
2023-01-06,TRANS_013,76.1,63.3,66.1,11.3,1,88.6
2023-01-06,TRANS_014,68.4,57.6,48.4,6.8,0,78.3
2023-01-06,TRANS_015,67.5,55.1,41.8,14.0,0,75.9
2023-01-06,TRANS_016,68.7,55.9,50.9,8.3,1,77.6
2023-01-06,TRANS_017,67.3,56.8,41.3,7.8,0,77.8
2023-01-06,TRANS_018,69.8,58.1,50.6,13.5,1,79.3
2023-01-06,TRANS_019,74.1,62.1,54.6,10.1,0,84.7
2023-01-06,TRANS_020,76.3,64.4,58.2,13.9,1,85.0
2023-01-06,TRANS_021,71.3,59.4,55.4,8.7,1,81.0
2023-01-06,TRANS_022,70.5,59.4,48.0,12.3,1,79.7
2023-01-06,TRANS_023,75.3,64.9,65.9,6.8,1,85.4
2023-01-06,TRANS_024,67.6,57.5,44.8,12.5,0,79.2
2023-01-06,TRANS_025,69.1,56.1,40.7,2.9,1,80.0
2023-01-06,TRANS_026,69.8,56.3,43.6,13.9,0,79.2
2023-01-06,TRANS_027,71.9,59.0,56.6,12.1,1,82.1
2023-01-06,TRANS_028,74.7,63.3,60.9,12.9,1,86.2
2023-01-06,TRANS_029,74.4,60.6,60.7,15.7,0,87.0
2023-01-06,TRANS_030,75.3,62.7,60.4,11.6,1,86.8
2023-01-06,TRANS_031,70.9,57.5,50.8,12.7,1,82.1
2023-01-06,TRANS_032,70.1,57.6,52.9,9.5,0,81.3
2023-01-06,TRANS_033,67.2,55.3,34.0,11.6,0,75.4
2023-01-06,TRANS_034,71.9,59.3,40.1,15.6,1,83.2
2023-01-06,TRANS_035,75.9,64.0,56.8,12.5,1,86.3
2023-01-06,TRANS_036,79.3,66.2,71.1,10.8,1,93.0
2023-01-06,TRANS_037,69.1,59.0,50.3,11.7,0,77.8
2023-01-06,TRANS_038,75.6,65.1,59.1,19.2,1,88.3
2023-01-06,TRANS_039,74.9,63.9,62.0,15.4,1,87.9
2023-01-06,TRANS_040,66.6,53.5,41.5,11.0,0,74.8
2023-01-06,TRANS_041,73.5,61.1,57.2,12.7,1,84.8
2023-01-06,TRANS_043,64.5,54.2,29.4,15.3,0,73.5
2023-01-06,TRANS_044,68.0,57.4,44.3,11.4,0,80.1
2023-01-06,TRANS_045,71.9,59.8,50.4,11.6,0,82.2
2023-01-06,TRANS_046,71.0,57.3,47.6,13.0,1,83.1
2023-01-06,TRANS_047,72.4,60.9,54.1,12.8,1,81.5
2023-01-06,TRANS_048,71.9,59.5,46.8,13.1,1,82.7
2023-01-06,TRANS_049,66.4,54.3,38.4,9.5,0,75.0
2023-01-06,TRANS_050,73.3,59.4,47.6,11.6,1,84.2
2023-01-07,TRANS_001,75.2,65.1,54.1,12.2,1,86.9
2023-01-07,TRANS_002,76.0,63.8,63.9,10.8,1,86.3
2023-01-07,TRANS_003,69.8,59.7,44.4,3.3,0,80.4
2023-01-07,TRANS_005,70.8,59.1,52.7,12.9,1,80.3
2023-01-07,TRANS_006,69.1,57.0,46.3,7.9,0,80.1
2023-01-07,TRANS_007,70.0,57.4,53.1,13.5,0,79.5
2023-01-07,TRANS_008,69.5,55.8,48.2,5.1,0,80.6
2023-01-07,TRANS_009,71.6,61.1,53.3,10.0,0,80.2
2023-01-07,TRANS_010,70.4,57.5,54.6,15.8,0,80.8
2023-01-07,TRANS_011,71.4,57.8,51.5,12.0,1,81.2
2023-01-07,TRANS_012,73.7,63.4,60.3,11.8,1,83.3
2023-01-07,TRANS_013,78.1,65.0,68.9,17.6,1,90.5
2023-01-07,TRANS_014,70.9,57.5,50.0,11.3,0,81.1
2023-01-07,TRANS_015,71.7,58.3,47.0,9.1,1,84.0
2023-01-07,TRANS_016,71.0,58.7,53.8,12.1,0,83.7
2023-01-07,TRANS_017,70.6,56.8,43.2,13.5,0,77.2
2023-01-07,TRANS_018,68.2,56.4,40.0,15.4,1,78.2
2023-01-07,TRANS_019,72.4,60.0,59.4,9.6,1,82.5
2023-01-07,TRANS_020,70.3,59.7,55.7,12.8,1,80.5
2023-01-07,TRANS_022,69.2,56.2,41.3,8.9,1,78.9
2023-01-07,TRANS_023,73.3,61.3,61.0,11.8,0,84.3
2023-01-07,TRANS_024,74.4,61.0,56.8,13.5,1,85.5
2023-01-07,TRANS_025,72.1,61.6,54.5,6.3,1,83.1
2023-01-07,TRANS_026,68.7,57.6,40.3,9.1,1,78.1
2023-01-07,TRANS_027,70.6,59.6,53.1,7.5,0,82.3
2023-01-07,TRANS_028,74.1,62.8,55.6,12.2,0,85.6
2023-01-07,TRANS_029,70.1,59.7,47.5,14.0,0,81.1
2023-01-07,TRANS_030,76.9,63.5,72.6,10.4,1,88.5
2023-01-07,TRANS_031,65.9,54.7,35.6,10.1,0,75.4
2023-01-07,TRANS_032,77.4,65.2,65.3,15.4,1,87.7
2023-01-07,TRANS_033,71.0,57.9,46.7,16.3,0,81.4
2023-01-07,TRANS_034,67.5,55.1,42.6,13.3,0,76.0
2023-01-07,TRANS_035,77.2,65.4,60.3,12.2,1,89.3
2023-01-07,TRANS_036,74.4,62.5,59.3,16.6,0,85.7
2023-01-07,TRANS_037,70.4,58.7,54.8,7.6,1,81.1
2023-01-07,TRANS_038,75.3,62.8,62.5,12.9,1,86.4
2023-01-07,TRANS_039,72.5,61.4,56.8,11.1,0,83.2
2023-01-07,TRANS_040,66.1,53.9,35.5,8.6,0,79.1
2023-01-07,TRANS_042,67.1,54.9,36.8,11.2,0,75.3
2023-01-07,TRANS_043,68.8,55.6,43.8,11.9,1,78.5
2023-01-07,TRANS_044,71.0,57.1,45.9,15.7,0,76.2
2023-01-07,TRANS_045,74.4,61.4,58.9,12.2,0,83.5
2023-01-07,TRANS_046,73.5,62.8,42.8,14.9,0,81.8
2023-01-07,TRANS_047,70.1,57.3,45.3,13.6,0,79.9
2023-01-07,TRANS_048,75.0,63.8,57.1,15.4,1,84.9
2023-01-07,TRANS_049,71.4,61.4,49.1,13.8,0,83.1
2023-01-07,TRANS_050,73.1,62.9,54.1,11.0,0,81.5
2023-01-08,TRANS_001,71.2,57.3,42.6,16.8,1,79.0
2023-01-08,TRANS_002,71.2,57.3,53.7,10.3,1,82.7
2023-01-08,TRANS_003,70.4,57.6,39.8,16.6,1,82.7
2023-01-08,TRANS_004,71.3,60.8,54.2,10.8,0,83.7
2023-01-08,TRANS_005,77.5,67.3,56.7,15.2,1,88.2
2023-01-08,TRANS_006,69.9,56.1,41.5,19.3,0,81.0
2023-01-08,TRANS_007,71.0,57.2,51.5,14.8,1,83.0
2023-01-08,TRANS_008,71.2,60.8,47.1,12.1,0,81.7
2023-01-08,TRANS_010,66.8,55.4,45.4,10.8,0,78.0
2023-01-08,TRANS_011,70.4,59.5,53.8,14.9,1,80.1
2023-01-08,TRANS_012,71.3,61.0,55.0,13.8,0,84.7
2023-01-08,TRANS_013,80.3,69.0,67.1,13.0,1,90.8
2023-01-08,TRANS_014,68.8,56.4,47.3,16.0,1,79.6
2023-01-08,TRANS_015,71.6,58.7,48.0,14.0,1,83.4
2023-01-08,TRANS_016,67.9,56.0,44.7,12.0,0,78.8
2023-01-08,TRANS_017,70.6,58.7,44.9,13.6,0,79.1
2023-01-08,TRANS_019,75.7,64.1,62.9,12.0,1,86.2
2023-01-08,TRANS_020,73.7,60.2,61.8,11.7,1,84.7
2023-01-08,TRANS_021,72.0,59.7,52.2,15.5,0,84.7
2023-01-08,TRANS_022,68.4,54.6,45.1,11.7,0,79.6
2023-01-08,TRANS_023,71.6,58.1,55.5,15.3,1,83.1
2023-01-08,TRANS_024,71.2,61.0,57.7,12.6,0,83.5
2023-01-08,TRANS_025,72.5,59.2,41.5,12.4,0,81.8
2023-01-08,TRANS_027,69.5,57.1,44.0,11.5,1,78.7
2023-01-08,TRANS_028,72.2,60.9,56.9,13.3,1,83.8
2023-01-08,TRANS_029,69.8,56.7,47.7,12.8,0,78.4
2023-01-08,TRANS_030,77.9,64.2,70.4,14.7,1,86.9
2023-01-08,TRANS_031,70.2,58.6,50.7,14.3,1,80.4
2023-01-08,TRANS_032,71.9,59.4,51.8,9.3,1,83.4
2023-01-08,TRANS_034,70.8,57.2,50.0,11.3,0,78.4
2023-01-08,TRANS_035,75.0,62.2,57.0,13.1,0,83.8
2023-01-08,TRANS_036,76.3,64.6,63.6,15.6,1,86.8
2023-01-08,TRANS_037,73.7,60.7,54.6,13.1,1,82.6
2023-01-08,TRANS_038,72.7,62.2,58.3,10.6,0,85.0
2023-01-08,TRANS_039,71.5,61.3,49.4,13.8,1,81.9
2023-01-08,TRANS_040,69.3,58.8,51.6,11.5,0,79.7
2023-01-08,TRANS_041,74.1,61.9,55.9,9.1,1,84.5
2023-01-08,TRANS_042,67.2,55.7,37.1,16.3,0,75.6
2023-01-08,TRANS_043,67.4,54.6,36.9,5.4,0,75.3
2023-01-08,TRANS_044,70.5,60.4,46.7,11.8,0,78.5
2023-01-08,TRANS_045,71.7,60.4,52.2,12.0,1,84.3
2023-01-08,TRANS_046,69.7,57.0,46.5,10.4,1,81.1
2023-01-08,TRANS_047,76.7,64.4,53.4,23.9,1,86.8
2023-01-08,TRANS_048,69.8,58.7,50.7,11.4,1,80.3
2023-01-08,TRANS_049,73.5,62.9,54.9,12.0,0,83.6
